date,title,type,content,date.1,open,close,high,low,涨/跌,差
2018-06-08,贵州茅台2017年年度权益分派实施公告,临时公告,"贵州茅台酒股份有限公司 2017 年年度权益分派实施公告
   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者
重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。
重要内容提示：
   每股分配比例
A 股每股现金红利 10.999 元人民币（含税）
   相关日期
股份类别     股权登记日     最后交易日   除权（息）日 现金红利发放日
   Ａ股        2018/6/14        －             2018/6/15           2018/6/15
   差异化分红送转： 否
一、 通过分配方案的股东大会届次和日期
    本次利润分配方案经公司 2018 年 5 月 23 日的 2017 年年度股东大会
审议通过。
二、 分配方案
（一）发放年度：2017 年年度
（二）分派对象：
    截至股权登记日下午上海证券交易所收市后，在中国证券登记结算
有限责任公司上海分公司（以下简称“中国结算上海分公司”）登记在册的
本公司全体股东。
（三）分配方案：
    本次利润分配以方案实施前的公司总股本 1,256,197,800 股为基数，
每股派发现金红利 10.999 元（含税），共计派发现金红利 13,816,919,602.20
元。
三、 相关日期
股份类别   股权登记日     最后交易日   除权（息）日 现金红利发放日
  Ａ股        2018/6/14       －           2018/6/15        2018/6/15
四、 分配实施办法
（一）实施办法
    除公司自行发放现金红利的股东外，其他股东的红利委托中国结算
上海分公司通过其资金清算系统向股权登记日下午上海证券交易所收市
后登记在册并在上海证券交易所各会员办理了指定交易的股东派发。已
办理指定交易的投资者可于红利发放日在其指定的证券营业部领取现金
红利，未办理指定交易的股东红利暂由中国结算上海分公司保管，待办
理指定交易后再进行派发。
（二）自行发放对象
    股东中国贵州茅台酒厂（集团）有限责任公司、贵州茅台酒厂集团
技术开发公司的现金红利由本公司自行发放。
（三）扣税说明
    1.对于持有公司股份的个人股东和证券投资基金，根据《关于上市公
司股息红利差别化个人所得税政策有关问题的通知》财税[2015]101 号）》
和《关于实施上市公司股息红利差别化个人所得税政策有关问题的通知》
（财税[2012]85 号）的规定，从公开发行和转让市场取得的公司股票，
持股期限超过 1 年的，股息红利所得暂免征收个人所得税，每股派发现
金红利人民币 10.999 元；持股 1 年以内（含 1 年）的，公司暂不扣缴个
人所得税，每股派发现金红利人民币 10.999 元，待转让股票时，中国结
算上海分公司根据其持股期限计算应纳税额，由证券公司等股份托管机
构从个人资金账户中扣收并划付中国结算上海分公司，中国结算上海分
公司于次月 5 个工作日内划付本公司，本公司在收到税款当月的法定申
报期内向主管税务机关申报缴纳。
    具体实际税负为：持股期限在 1 个月以内（含 1 个月）的，其股息
红利所得全额计入应纳税所得额，实际税负为 20%；持股期限在 1 个月
以上至 1 年（含 1 年）的，暂减按 50%计入应纳税所得额，实际税负为
10%。
    2.对于合格境外机构投资者（QFII）股东，根据《关于中国居民企业
向 QFII 支付股息、红利、利息代扣代缴企业所得税有关问题的通知》（国
税函[2009]47 号）的规定，按 10%的税率代扣代缴企业所得税后，每股
派发现金红利人民币 9.8991 元；如该类股东认为其取得的股息红利收入
需要享受税收协定（安排）待遇的，可按照相关规定在取得股息红利后
自行向主管税务机关提出申请。
    3.对于通过沪港通投资公司股份的香港市场投资者（包括企业和个
人），其股息红利将由公司通过中国结算上海分公司按股票名义持有人账
户以人民币派发，根据《关于沪港股票市场交易互联互通机制试点有关
税收政策的通知》（财税[2014]81 号）的规定，按照 10%的税率代扣代缴
所得税后，每股派发现金红利人民币 9.8991 元。
    4.对于其他机构投资者和法人股东，公司将不代扣代缴企业所得税，
每股派发现金红利人民币 10.999 元。
五、 有关咨询办法
联系部门：公司董事会办公室
联系电话：0851－22386002
特此公告。
                                     贵州茅台酒股份有限公司董事会
                                                  2018 年 6 月 8 日",2018/6/8,769.08,767.059,774.8969999999998,759.22,2.021000000000072,15.676999999999794
2018-05-24,贵州茅台2017年年度股东大会决议公告,临时公告,"贵州茅台酒股份有限公司
                  2017 年年度股东大会决议公告
       本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述
或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。
重要内容提示：
   本次会议是否有否决议案：无
一、      会议召开和出席情况
(一)      股东大会召开的时间：2018 年 5 月 23 日
(二)      股东大会召开的地点：贵州省仁怀市茅台镇茅台国际大酒店
(三)      出席会议的普通股股东和恢复表决权的优先股股东及其持有股份情况：
1、出席会议的股东和代理人人数
2、出席会议的股东所持有表决权的股份总数（股）                923,524,936
3、出席会议的股东所持有表决权股份数占公司有表决权股
份总数的比例（%）                                                73.5175
(四)      表决方式是否符合《公司法》及《公司章程》的规定，大会主持情况等。
       会议由公司董事会召集，以现场投票与网络投票相结合的方式召开，董事长
李保芳先生主持，会议的召开符合《中华人民共和国公司法》等有关法律、法规、
规章和公司《章程》的相关规定。
(五)      公司董事、监事和董事会秘书的出席情况
1、 公司在任董事 6 人，出席 4 人，独立董事李伯潭先生和许定波先生因工作原
因未能出席本次会议；
2、 公司在任监事 3 人，出席 3 人；
3、 公司董事会秘书出席了本次会议；公司部分高级管理人员列席了本次会议。
二、   议案审议情况
(一)   非累积投票议案
1、 议案名称：《2017 年度董事会工作报告》
审议结果：通过
表决情况：
股东                同意                      反对                   弃权
类型         票数          比例（%）   票数     比例（%）     票数      比例（%）
A股     919,395,458          99.5529    2,000        0.0002 4,127,478       0.4469
2、 议案名称：《2017 年度监事会工作报告》
审议结果：通过
表决情况：
股东                同意                      反对                   弃权
类型         票数          比例（%）   票数     比例（%）     票数      比例（%）
A股     919,396,585          99.5530    2,000        0.0002 4,126,351       0.4468
3、 议案名称：《2017 年年度报告（全文及摘要）》
审议结果：通过
表决情况：
股东                同意                      反对                    弃权
类型         票数          比例（%）   票数     比例（%）      票数       比例（%）
A股     919,396,585          99.5530    2,000        0.0002 4,126,351        0.4468
4、 议案名称：《2017 年度财务决算报告》
审议结果：通过
表决情况：
股东                同意                      反对                    弃权
类型         票数          比例（%）   票数     比例（%）      票数       比例（%）
A股     919,396,585          99.5530    2,000        0.0002   4,126,351      0.4468
5、 议案名称：《2018 年度财务预算方案》
审议结果：通过
表决情况：
股东                同意                      反对                    弃权
类型         票数          比例（%）   票数     比例（%）      票数       比例（%）
A股     919,399,285          99.5533    2,100        0.0002 4,123,551        0.4465
6、 议案名称：《2017 年度利润分配预案》
审议结果：通过
表决情况：
股东                同意                      反对                   弃权
类型         票数          比例（%）   票数     比例（%）     票数      比例（%）
A股     920,108,815          99.6301   31,750        0.0034 3,384,371       0.3665
    会议同意以 2017 年年末总股本 125,619.78 万股为基数，对公司全体股东每
10 股派发现金红利 109.99 元（含税），共分配利润 13,816,919,602.20 元，剩余
66,194,387,848.13 元留待以后年度分配。
7、 议案名称：《关于聘请 2018 年度财务审计机构和内控审计机构的议案》
审议结果：通过
表决情况：
股东                同意                      反对                   弃权
类型         票数          比例（%）   票数     比例（%）     票数      比例（%）
A股     917,602,264          99.3587   99,263        0.0107 5,823,409       0.6306
    会议决定聘请天职国际会计师事务所（特殊普通合伙）担任公司 2018 年度
财务审计机构和内部控制审计机构，财务审计费用为人民币 97 万元，内控审计
费用为人民币 41 万元。
8、 议案名称：《2017 年度独立董事述职报告》
审议结果：通过
表决情况：
股东                同意                      反对                   弃权
类型         票数          比例（%）   票数     比例（%）     票数      比例（%）
A股     919,393,043          99.5526    2,000        0.0002 4,129,893       0.4472
9、 议案名称：《关于子公司与贵州银行开展存款业务的议案》
审议结果：通过
表决情况：
股东                同意                       反对                       弃权
类型         票数          比例（%）   票数       比例（%）       票数       比例（%）
A股     922,255,228          99.8625   548,377        0.0594      721,331        0.0781
10、   议案名称：《贵州茅台集团财务有限公司关于 2018 年至 2021 年日常关联
交易预计情况的议案》
审议结果：通过
表决情况：
股东                同意                       反对                         弃权
类型         票数          比例（%）    票数          比例（%）     票数         比例（%）
A股      96,949,553          82.9047 19,303,509        16.5071     687,831          0.5882
11、   议案名称：《关于子公司向关联方销售产品的议案》
审议结果：通过
表决情况：
股东                同意                       反对                       弃权
类型         票数          比例（%）   票数       比例（%）        票数      比例（%）
A股     112,674,982          96.3521    57,360        0.0491 4,208,551             3.5988
12、    议案名称：《关于坛厂片区成品库房改造工程增加工作内容及投资额的议
案》
审议结果：通过
表决情况：
股东                同意                        反对                         弃权
类型         票数          比例（%）    票数          比例（%）       票数        比例（%）
A股       919,297,835        99.5423         2,200      0.0002       4,224,901      0.4575
(二)    涉及重大事项，5%以下股东的表决情况
议案                        同意                            反对                     弃权
       议案名
序号                 票数          比例              票数          比例          票数     比例
         称
                                   （%）                           （%）                  （%）
       《 2017
       年 度 利
 6              113,524,772        97.0788            31,750       0.0272    3,384,371       2.8940
       润 分 配
       预案》
       《 关 于
       聘    请
       2018 年
       度 财 务
 7     审 计 机 111,018,221        94.9353            99,263       0.0849    5,823,409       4.9798
       构 和 内
       控 审 计
       机 构 的
       议案》
       《 关 于
       子 公 司
       与 贵 州
 9     银 行 开 115,671,185        98.9142           548,377       0.4689        721,331     0.6169
       展 存 款
       业 务 的
       议案》
        《 贵 州
    茅 台 集
    团 财 务
    有 限 公
    司 关 于
    2018 年
 10               96,949,553    82.9047    19,303,509   16.5071    687,831    0.5882
    至 2021
    年 日 常
    关 联 交
    易 预 计
    情 况 的
    议案》
        《 关 于
    子 公 司
    向 关 联
 11              112,674,982    96.3521       57,360     0.0491   4,208,551   3.5988
    方 销 售
    产 品 的
    议案》
(三)      关于议案表决的有关情况说明
       《贵州茅台集团财务有限公司关于 2018 年至 2021 年日常关联交易预计情况
的议案》和《关于子公司向关联方销售产品的议案》涉及关联交易，出席会议的
关联股东中国贵州茅台酒厂（集团）有限责任公司和贵州茅台酒厂集团技术开发
公司回避了表决。
三、      律师见证情况
1、 本次股东大会鉴证的律师事务所：北京市金杜律师事务所
律师：龚牧龙、张潇
2、 律师鉴证结论意见：
       公司本次股东大会会议的召集、召开等相关事宜符合《公司法》、《股东大会
规则》等相关法律、行政法规和《公司章程》的规定；现场出席会议人员的资格、
召集人资格合法有效；现场会议的表决程序、现场表决结果合法有效；本次股东
大会决议合法有效。
四、   备查文件目录
1、 《贵州茅台酒股份有限公司 2017 年年度股东大会决议》；
2、 《北京市金杜律师事务所关于贵州茅台酒股份有限公司 2017 年年度股东大
会的法律意见书》。
                                                贵州茅台酒股份有限公司
                                                           2018 年 5 月 24 日",2018/5/24,709.92,705.3839999999999,718.459,703.018,4.536000000000058,15.440999999999917
2018-05-24,贵州茅台2017年年度股东大会的法律意见书,法律意见书,"北京市金杜律师事务所
      关于贵州茅台酒股份有限公司2017年年度股东大会的
                              法律意见书
致：贵州茅台酒股份有限公司
      北京市金杜律师事务所（以下简称“金杜”）接受贵州茅台酒股份有限公司
（以下简称“公司”）委托，委派律师出席公司于 2018 年 5 月 23 日召开的 2017
年年度股东大会（以下简称“本次股东大会”），并根据《中华人民共和国证券
法》、《中华人民共和国公司法》（以下简称“《公司法》”）及中国证券监督管
理委员会发布的《上市公司股东大会规则》（以下简称“《股东大会规则》”）
等法律、行政法规及规范性文件和现行有效的《贵州茅台酒股份有限公司章程》
（以下简称“《公司章程》”）的规定，就本次股东大会相关事项出具本法律意
见书。
    为出具本法律意见书，金杜律师审查了公司提供的以下文件，包括但不限于：
    1． 《公司章程》；
    2． 公司第二届董事会 2017 年度第六次会议决议、2018 年度第一次会议
    决议、2018 年度第二次会议决议，公司第二届监事会 2018 年度第一
    次会议决议；
    3． 公司于 2018 年 4 月 28 日刊登于《中国证券报》及《上海证券报》的
        《贵州茅台酒股份有限公司关于召开 2017 年年度股东大会的通知》；
    4． 公司本次股东大会股东登记记录及凭证资料；
    5． 公司本次股东大会议案相关文件。
    在本法律意见书中，本所律师仅对本次股东大会的召集、召开程序、出席本
次股东大会人员资格和召集人资格及会议表决程序、表决结果是否符合有关法律、
行政法规、《股东大会规则》和《公司章程》的规定发表意见，并不对本次股东
大会所审议的议案内容以及该等议案所表述的事实或数据的真实性和准确性发
表意见。本所律师假定公司提交给本所律师的资料（包括但不限于有关人员的居
民身份证、股票账户卡、授权委托书等）真实、准确、完整和有效，资料上的签
字和/或印章均是真实的，资料的副本或复印件均与正本或者原件一致。
    金杜律师根据有关法律法规的要求，按照律师行业公认的业务标准、道德规
范和勤勉尽责精神，对公司提供的上述文件资料和有关事项进行了核查和现场见
证，据此出具见证意见如下：
    一、本次股东大会的召集、召开程序
    根据公司第二届董事会 2018 年度第二次会议决议、《贵州茅台酒股份有限公
司关于召开公司 2017 年年度股东大会的通知》和《公司章程》的规定，金杜认
为，公司本次股东大会的召集、会议的召开履行了法定程序，符合法律、法规、
《股东大会规则》和《公司章程》的规定。
    二、现场出席本次股东大会会议人员资格和召集人资格
    本次会议采用现场会议和网络投票相结合的方式进行。根据对本次股东大会
的公司法人股股东的账户登记证明、法定代表人身份证明、股东代表的授权委托
证明和身份证明，以及本次股东大会的自然人股东的账户登记证明、个人身份证
明、授权委托证明等相关资料的验证，现场出席本次股东大会的股东及股东代理
人共 557 人，所持股份为 860,984,501 股，占公司有表决权股份总数的 68.5389%。
    金杜认为，现场出席本次股东大会的人员资格符合法律、行政法规和《公司
章程》的规定。
    本次股东大会的召集人为公司董事会，召集人资格符合相关法律、法规、《股
东大会规则》及《公司章程》的规定。
    三、本次股东大会的现场表决程序及表决结果
    经见证，本次股东大会会议采取现场记名投票和网络投票相结合的方式，按
《股东大会规则》和《公司章程》的规定对以下议案进行了表决：
    1. 《2017 年度董事会工作报告》
    2. 《2017 年度监事会工作报告》
    3. 《2017 年年度报告（全文及摘要）》
    4. 《2017 年度财务决算报告》
    5. 《2018 年度财务预算方案》
    6. 《2017 年度利润分配预案》
    7. 《关于聘请 2018 年度财务审计机构和内控审计机构的议案》
    8. 《2017 年度独立董事述职报告》
    9. 《关于子公司与贵州银行开展存款业务的议案》
    10. 《贵州茅台集团财务有限公司关于 2018 年至 2021 年日常关联交易预计
    情况的议案》
    11. 《关于子公司向关联方销售产品的议案》
    12. 《关于坛厂片区成品库房改造工程增加工作内容及投资额的议案》
    上述议案 10、11 涉及关联交易事项，关联股东回避表决，由出席本次股东
大会的无关联关系股东进行表决。
    金杜认为，公司本次股东大会现场表决程序及表决票数符合《公司法》、《股
东大会规则》以及《公司章程》的规定，现场表决结果合法有效。
    四、结论意见
    基于上述事实，金杜认为，公司本次股东大会会议的召集、召开等相关事宜
符合《公司法》、《股东大会规则》等相关法律、行政法规和《公司章程》的规定；
现场出席会议人员的资格、召集人资格合法有效；现场会议的表决程序、现场表
决结果合法有效；本次股东大会决议合法有效。
    本法律意见书正本一式两份。
    北京市金杜律师事务所                    见证律师：龚牧龙
                                                       张   潇
                                            单位负责人：王玲
                                        二",2018/5/24,709.92,705.3839999999999,718.459,703.018,4.536000000000058,15.440999999999917
2018-05-19,贵州茅台关于参加贵州辖区上市公司2017年度网上业绩说明会的公告,临时公告,"证券简称：贵州茅台              证券代码：600519              编号：临 2018－013
                    贵州茅台酒股份有限公司
              关于参加贵州辖区上市公司 2017 年度
                      网上业绩说明会的公告
   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并
对其内容的真实性、准确性和完整性承担个别及连带责任。
     重要内容提示：
      会议召开时间：2018 年 5 月 22 日（星期二）14:50―16:50
      会议召开方式：网络形式
     一、说明会类型
     贵州茅台酒股份有限公司（以下简称“公司”或“本公司”）已于 2018
年 3 月 28 日披露了《2017 年年度报告》。为便于广大投资者更深入全面地
了解本公司 2017 年度经营业绩等情况，根据贵州证券业协会的整体安排，
本公司将参加“贵州辖区上市公司 2017 年度网上业绩说明会暨投资者集体
接待日活动”。
     二、说明会召开的时间、方式
     本次网上业绩说明会将于 2018 年 5 月 22 日（星期二）14:50―16:50
通过网络形式举行。
     三、参加人员
     出席本次网上业绩说明会的本公司人员为：财务总监、董事会秘书。
     四、投资者参加方式
     2018 年 5 月 22 日（星期二）14:50 起，投资者可登录 http://rs.p5w.net
进入专区参与本次网上业绩说明会。
欢迎广大投资者积极参与。
特此公告
                               贵州茅台酒股份有限公司董事会
                                      2018 年 5 月 19 日",2018/5/21,733.584,724.533,736.8380000000002,722.225,9.05099999999993,14.61300000000017
